Date,SPX,AAPL,ADBE,ADI,ADSK,AKAM,AMAT,AMD,ANSS,APH,ATVI,AVGO,CDNS,CERN,CRM,CSCO,CTSH,CTXS,EA,FFIV,FLIR,FTNT,GLW,GRMN,HPQ,IBM,INTC,INTU,IPGP,IT,JNPR,KLAC,LDOS,LRCX,MCHP,MSFT,MSI,MU,MXIM,NTAP,NVDA,ORCL,QCOM,SNPS,STX,SWKS,TEL,TTWO,TXN,TYL,VRSN,WDC,XLNX,XRX,IXN,IGM,IGV,XNTK,XLK,XSD,VGT,RYT,XSW
2013-05-17,-0.12669640378425895,-0.5618493261026766,-0.478820507858596,0.05641690217836143,0.7749905837306673,-0.029359160622623413,0.27462902951342866,0.466445272632984,0.055426913241778175,-1.0321208912870101,0.28230165931701356,0.21639063236415002,-0.08257834538125057,-0.9080492758692866,0.08551685965455053,0.009080835157657632,1.0119014302275064,-0.3314227863736479,0.05127686875600286,-0.08367458435412473,0.1892436972921139,0.37968521558498197,0.946694814371539,-0.13762940130136955,-0.3446401151520887,0.41685732497423045,-0.3622865578125173,-0.2606186238905934,-0.32166494912777693,0.20384294754630222,0.49988042943266053,-0.005391910164435267,-0.03853128727591266,-0.03518368501204809,0.30062976205302766,0.3611426705354217,-0.02332957950049058,-0.026039419196831698,-0.10449724143905502,0.7116748395311796,-0.13052530964153164,0.41768180620345646,0.33663505957812506,-0.5385680303159749,0.16160687478790134,0.22955489776748483,-0.029449810570022456,-0.24024856020096605,-0.49615316547409655,0.20790506532603886,-0.4082854571418676,-0.20825192825804148,-0.085062861227069,0.24280837798601224,0.21221721022663617,0.7804449834232811,0.148186075466067,-0.08015852433078799,0.1848960963304804,-0.3514246517853365,0.17259203730130274,-0.25150896215638385,0.08888422273309954
2013-05-20,0.13426399557188762,1.0152165773459894,-0.48886268912136577,0.2007098508554629,0.013783846366876639,0.06268770530996301,-0.15376084731010164,0.004751470844916194,0.13243353887454287,1.739417355051659,-1.0110357058630166,-0.04332459576187646,-0.11086311700030428,1.2337957095684813,0.125360672538252,0.017252883191939496,-0.35784561135069437,-0.33383859421777745,0.08758027699351076,0.051383047923320574,0.08903029691541038,0.48024440084730513,0.22435534591186937,0.20077423120579435,-0.05091527233423441,-0.16789504417293258,-0.027325363226167715,0.5803270843409154,1.3371501846507343,0.1323981736123846,-0.07283140159139188,-0.07335052545916698,0.0828972451877461,-0.091188916223819,-0.6973064579366849,0.08126600008471534,0.2539463177997624,-0.12020100181303085,-1.192205310069312,0.4123971059567716,0.16589392676095124,-0.13629229897237813,-0.33138929185604954,0.06535256517295546,-0.5359588440111813,0.2216552455378375,-0.04869357963977357,0.20399646989869916,-0.21754151607648234,0.878225311075789,-0.25103702647438403,0.6684402747294573,0.4419875606394537,-0.6436537205454584,-0.11192993156907502,0.04120945921587867,0.1850608698503066,0.4709107469285597,-0.12380510496457947,1.0070903334783354,0.031341882354174094,0.8265347183974162,-0.04412445191901568
2013-05-21,-0.13278482438830397,-0.22054855005647295,-0.3829371228025352,0.3516420406430454,-0.14565434342397346,-0.19721968937917422,-0.7510049292124528,-0.2673223460759714,0.039287739916722415,0.9687105903930566,-1.4792568253108793,-0.540972365289323,-0.21425614162929713,-0.37555679683069815,-0.45095783206884554,-0.004505138113574733,0.1743477093676209,0.2536767253624016,-0.023407530320309098,0.014448410133021223,0.4541256615810092,0.0531793047498519,-0.2788532997869483,-0.03437081023994068,-0.012888946464359721,0.25756913360246286,0.10272421993091538,0.977277341815611,-0.34253474276137524,-0.22976998720500696,-0.25301019853188333,0.19685561052102996,0.13797928522079334,-0.03508724341658633,0.13373174166816593,-0.25442125964285117,-0.17150874929264853,0.0006561256236205006,-0.05846821059800493,0.2974694861081773,-0.19194399594607653,0.35674627921932023,-0.1653907285842836,-0.008785345291749864,0.3848537545811488,0.02202273515401834,0.10438021627505696,0.18894746383529337,0.003753255213675086,0.13182096187843992,-0.06531262561649022,-0.709108072514536,-1.0944263131603476,-0.26294789362825205,0.12953024983639935,-0.3181820440496788,0.05602226998974517,-0.04693920854523448,-0.6224615613419966,0.40253472422993,-0.16476067179387996,-0.006703519657005448,-0.15224659304221266
2013-05-22,-0.15086711651615511,0.823076503253904,-0.4029507473355947,0.11305253456607858,0.017465343793484626,-0.10547311195270076,0.48456734563939063,0.00048356672697996017,0.13714094469518537,1.0187378403859155,0.17980714914561807,-0.08445671907217248,-0.1673109057402986,0.09960169928372072,0.03065117723687207,0.0640861692569346,0.8030300867877908,-0.5524686167686605,-0.027488754194179087,0.12161928988933929,-0.2879483373379106,-0.014217504465021184,-0.4754178528487644,0.445973183182535,0.2142671346942916,0.20513104354389147,0.3853916282786159,-0.8407511348660116,0.8750490495162947,0.33166293145583,-0.19862818641629781,0.15721942784139156,0.09811286604590952,-0.19862668034465913,0.6338014359784748,0.029043466599347888,0.0918705779853662,-0.009760449887352196,0.1475591766928745,-0.7379145244775607,0.7991685411219799,-0.44382400575208464,0.19720146989758125,-0.06561651780166478,1.2840468720142093,-0.2274799119883213,-0.3156715022499442,-0.08658679996477545,-0.016333522476511347,-0.0864095729090619,-0.1434662308243573,-0.3936209626996463,-0.9136781929900754,0.3260166625144252,0.3441266366384842,0.04235327793455669,-0.0700250552687169,0.8241256662338858,0.23882777428438196,0.07298222765999819,0.33834532706452747,-0.0658175643434262,-0.34281518750624007
2013-05-23,0.3517330634019735,0.18309645241487046,-0.5107091014341208,-0.12854382507110793,0.005483028004737616,0.05404350048435934,0.32636924521039806,0.08505582191239039,-0.25401011362322024,-0.23952147611344066,-0.9578998160131519,0.26934405777128884,-0.10770262702423984,-0.1431535526685014,-0.04193979779870097,-0.05170605479085039,-0.3320104127803677,-0.34053869374706663,0.15345314458316184,-0.05441680704652482,-0.16701270421215447,-0.2039023753662309,-0.17449692394991625,0.18588624861578446,3.723799918385753,-0.10593539504245618,-0.08723632602790428,-0.20445596464165489,0.5156432710835229,0.12450247760607011,0.0853436590950934,-0.11646658345289945,0.19532031750666257,-0.0712787780984109,0.26128416263940935,-0.41654380599301893,0.1336581479788528,0.4621805172768146,-0.11462043600675954,0.2611267865608724,-0.8143228908420389,0.2775382780448889,-0.7242028624631944,-0.791258277853972,0.72990204002666,0.13630545733532443,-0.07577906621747163,-0.1681793539965626,0.06272245948052697,0.011319479427671296,-0.1930972941735057,-0.8600004806997349,0.33027505830514575,-0.569124629508085,-0.7900356455330614,0.14710188805484947,0.00733553357842281,-2.102432720904378,0.13236594061434204,-0.04100510133558304,0.13035875509808104,-0.5389807086608251,1.6343583264299106
2013-05-24,-0.16798754757716133,0.482292008784167,-0.3340409849519852,-0.23937958776636234,-0.0405492440632062,-0.06087001561338687,-0.11779500092675727,0.08304093236422949,-0.18516751587514937,-0.3347063038679205,-0.40965728338045365,-0.10935404442706605,-0.03842794288273675,0.03590069828452058,-1.0237777733636224,-0.021436513142354764,0.06009713273273106,0.1225268450813481,0.0607127612443034,0.13718955383642015,-0.0963805677109137,0.12894774787953953,-0.19446244516600852,0.07280441817362171,0.1744086265497738,0.05355031029200674,-0.26955773663187144,0.4060566077101567,-0.4205939504401234,-0.03953287008058669,-0.35411467633505334,0.009211284019916981,-0.07291278879285955,-0.0485671113740916,0.3701305466272329,0.08795362785082692,0.22976015981335907,0.4123523422727743,0.49517257081717914,0.2456563490931494,0.16092307604242798,0.000867075020275612,0.2906656752358716,0.2977694016045421,-0.08602999657373309,0.43737082533130844,0.09212501131985691,-0.21542866446357845,0.21535071692964816,-0.3445225379309182,-0.0006782975772479958,-0.05420435614517705,-0.5622396960959337,-0.12871254279131866,0.16049417405777908,0.163348921018144,0.14520407870666066,1.7279567059696481,0.26852206667432366,0.47916337148487387,0.2714502850171309,-0.21862364153765054,0.1480363983911733
2013-05-28,0.0844813516305347,-0.6222371903857769,0.19267523189972788,0.5890653855369387,-0.30761855230354684,-0.051660771721983606,0.7270354917665675,-0.20491229703572328,-0.11279618352322969,0.27615592012063206,0.0337494135623167,0.05417454395623779,0.01790812955197398,1.0028852013177658,-1.0878506319019616,-0.030676048845963803,-0.12789339311364992,0.47362275552917316,0.05404423584153547,0.20292595803559493,-0.9752834326456604,0.2437526731551469,-0.15021432420314693,-0.09040186386984449,-0.058785117696106996,0.13273216335072283,-0.09247244366849572,-0.7100976939501245,0.24619878280277174,-0.07067248907587424,-0.043473999520400194,0.14737513472070837,0.26460262694656955,0.3319266739449199,-0.4155806234254455,0.3213126675331597,0.2135332049670236,-0.10607521531689458,-0.8239093207167432,-0.6858541152402514,0.591638060865531,0.22834302891465394,-0.1954884328877497,-0.5501844823046633,-0.3808119562777177,0.24275861925595735,0.35302399153390884,-0.17841705799252316,-0.16108776529958224,-0.17118885786092053,-0.2023738111883689,0.14623667834465212,-0.2935071914721946,-0.00557203397329944,-0.42192942038019254,0.6026960380174596,-0.4338496131790581,-2.5437433991881355,-0.5911595910234803,-1.009327433895346,-0.21362429483917,0.4520003078049864,-1.2576126721081802
2013-05-29,0.827420051030614,0.36912074064508904,-0.33190613623900406,-0.5196858615926885,-0.09574482857085849,-0.06970769296766167,-0.13364123532951333,-0.23027860419005214,0.019771762795334134,0.1873169225692938,1.4380916991729,-0.07004037623129213,-0.04184181963316902,-1.3219713132851514,0.18744592492684614,-0.041749860872334496,0.39708973662501834,0.010035230575580697,-0.04385903784876467,0.004390578726343382,0.22906390404370147,0.6004705714664254,-0.4129273022889251,0.2581152643700998,-0.1457771233950058,0.11954810931881998,0.4784390110992257,-0.2345939883473114,-0.6119437545419162,0.15139692206647956,-1.083831566854969,0.04415275297704427,0.19925445715479997,-0.41648830742712606,0.4807559747589467,-0.1379104387710073,-0.019830999593305518,0.0704909177202975,-0.7337248487551826,-0.012512924823061487,0.260084513461758,-0.0183316932250586,0.057098804621237405,0.37497502494106966,0.5322534245394033,0.42429316575168263,-0.2788327307169574,-0.28181107794626226,-0.04571030791212219,0.3343351463982674,-0.7424669859999087,-0.36256792892952755,-0.8702183372035349,0.08737490953435871,0.1344584137464339,-0.46495857913175065,0.3615458052954551,0.7292128729514437,-0.2740177951214621,0.7144294572317512,0.0521846999918694,-0.3621498536900142,0.8317993803296353
2013-05-30,0.4732326188123833,0.19243204970086236,0.24676803085341395,0.015374513291793056,-0.08991460458709136,-0.046083576055975906,0.6558757479338803,-0.0946746724232824,0.0527068135271553,0.416726013337768,1.2612308120639704,1.114268517367031,-0.1067247209938196,0.12668779727292073,0.3025499314717552,0.018822809031503705,0.06704715036432883,0.35225343966955763,-0.09534677776044247,-0.02863786739765414,0.43899308038989077,0.22855639433634306,-0.479699241753659,-0.09578385160618116,0.09671448347296711,-0.09878630106860542,-0.6958626261345237,0.08665417184681459,-0.7101870616066338,0.20936682753543742,0.26123534897240536,0.09166611678084409,0.06094168915010441,0.18335054977828513,0.41846384606053477,-0.17095895962284138,-0.044707127656750306,-0.36935005186558173,0.23590376651044492,0.07362088497615285,0.06516391389128318,-0.6180458975822029,-0.18051373055744882,-0.8002825873168712,-0.8175031527977825,-1.2389933365440378,-0.12060002352456892,0.00973596960301644,-0.0635702722910328,-0.9906754802420609,0.22925709744315054,0.5397371862743268,-0.4860649038770355,0.4382704632325794,-0.2979832940830546,-0.4926905130616675,0.21446681751834643,0.7476109283503655,-0.7221935185842244,0.9522988905850654,-0.28064789459015616,0.13141239605758245,-0.24644150411557567
2013-05-31,-0.6561058505009237,0.11221929134678449,0.0019153969487940047,-0.30576412872794245,-0.1288256876782503,-0.18202721965305316,0.24740927044965644,-0.06945869558858998,-0.03174332801895028,-0.019763636566841894,0.8814385004040839,0.2776711702698565,-0.050038637573451034,-0.5599226224633971,-0.005623969284094341,0.027689457138753818,0.23856775036918457,-0.14949469080933006,-0.07019998199115332,0.02096521072701138,-0.14362219065339066,0.32581259873684654,-0.39420114399775713,0.3055773538375814,0.16553450479105522,0.02877246751535486,0.37364141214465274,0.3387836174026108,-0.46904535866015157,0.22328019037171562,0.16346899145712104,0.14992216290314347,0.7896935764663412,-0.21511606600576924,-0.6420749755400389,-0.017276892993031284,-0.0817841375617788,-0.1420414524837516,-0.004211587639658773,0.176099429506128,0.15591855009274994,-0.27054003146099886,-0.12965532365705884,-0.04759096515613464,-0.3041825391661707,-0.6995649434887402,-0.3464273114436818,-0.08218842828116969,-0.3587571760252656,0.3486479558183982,0.13486812821460475,0.028800319511205243,0.5541288631459471,0.535008545750967,-1.0879569766841573,0.16660786793415147,0.44636559903758355,-0.44031041713526764,-0.8225031313510334,0.8605007606400061,-0.3119531478767829,0.19889695992492232,-0.5707060810954847
2013-06-03,-0.4837511269335862,0.14502785809733082,0.7763117358105117,0.012305042385756259,0.08574287166233327,-0.08538243618659357,0.6524048263226058,-0.17041330718547723,0.1826681466544544,-0.43869640518016156,-0.5303058678036526,-0.23451422815807882,-0.028449443521468904,-0.4997458272040922,-0.7836427072834635,-0.08345929100678436,0.23642717209099548,-0.5075260641548304,-0.012554789328672478,-0.49671930206075876,0.8421310573090784,-0.7937794374266012,0.66074812186054,-0.06809581585093963,-0.13575827972614382,0.26851124764225043,2.1795095303621563,0.1229297866251036,-0.3008536189100846,0.15891473314302174,0.27039802173424976,0.3498610268479887,-0.8955048072415207,-0.6227441097828619,0.4120009734849458,0.3277579840317806,0.003569461022955608,0.05484819457938899,-0.11563402984819018,-0.0693944323633136,0.07199492484850026,0.9370152617259064,-0.060556967877216886,-0.6521533653461459,0.7579620774186081,0.37989824885131157,0.5946050539894376,0.3858607239838108,0.23221328951169734,-0.42696621560889364,-0.20625996967073373,-0.15912211212183575,0.07063484340378616,-0.5747557894614617,-0.12856235764824359,0.8436056341311856,0.04420076702775484,2.2235927507107474,1.0239482742883061,0.04706530365625994,1.1406572807435262,0.0990631039044965,2.089388229393172
2013-06-04,0.33606442179854606,-0.0050553339266718005,1.4188113491001968,-0.8286949099799653,0.13904435539369192,-0.3556000020803514,0.47248235419854945,0.11174857458152736,0.08223674013372102,0.4132548753884121,0.4087381615816781,0.406914484784431,0.09278810989872852,-0.2663952080980201,-2.792669863493103,-0.009497302800899167,0.16925723043623345,-0.3347564488005923,-0.10279620506839396,-0.1911386008381565,-0.6752225731348057,-0.1404326703957621,-0.23518058946674825,0.020840625525639526,0.08740887346417335,-0.42371969931292436,0.27188996103333063,0.01301664791063284,-0.20556709531121856,0.046967579367989606,-0.020074396697915487,0.16457577668901643,0.25367396292899863,0.07844320387642306,0.6389257226567915,0.29176543390846676,-0.08616034361801454,0.03233171064152257,0.16126939985173558,0.1870662429943171,-0.20588254234775977,-0.06292125640867728,0.3810748282865465,0.12856487993731427,0.7830235993239993,-0.23233381792464236,0.029841649967398385,0.08535449621511472,1.140604361026096,-0.48745584509506845,-0.5991856274128995,0.18496675484355807,-0.4363522542337842,-0.5188683662645209,0.3389601950058153,-0.46859778258129825,0.8709861072233047,-0.7848004241579313,-0.24628378926661423,0.745499303828213,0.3559228875995795,0.2087930842351467,-0.6066467289047869
2013-06-05,0.30128176411074076,0.042970875241657935,-0.21006988905181506,0.06432978173804764,-0.05222087766603965,0.04777893016927739,-0.49323910596778064,-0.16367419927387208,-0.1450087132225523,0.0612629140480615,-0.20598283356329136,-0.05074306096496226,-0.004516675252262837,0.9519185832658565,0.47459393292597646,-0.05759632688693672,-0.036851648611477585,0.8410549178938623,0.1728852252597119,0.14765769342525287,-0.3262966753252929,0.28252674936820954,-0.9430135661427659,0.2699323914076333,0.0723100685281065,-0.28561051481254146,-1.0699205739131363,-0.20354229702918825,-0.0752091111682559,-0.06469606386153508,-2.1927757016198983,0.1329674273358406,0.37063169067835944,0.09758352191187171,-0.19202671982051897,0.00836512396707714,-0.29067456590308643,0.6668458820835175,0.6602545050733007,-0.21433211576354128,0.46336797162239646,0.5455124226262678,0.02129962518783394,0.24632046794133433,-0.5345336799505167,0.038130911257045375,0.2779511375235116,-0.07146127296976634,-0.22004856334402034,0.3126514884153782,0.05331871316058606,-0.03439398926626462,-0.29609960429841403,0.5752754680405586,-0.42958889319646276,0.16321105247908002,-0.3669270309049146,0.05376309114701958,-0.10907019061930456,0.2134233053792928,-0.03793662713242424,0.11648934774399565,0.2352938727256582
2013-06-06,-0.5569821133877605,-0.8228760375245575,-0.4901866983387077,0.02705462251066405,0.08567512550726504,-0.01065397517053778,-0.8661515928760646,-0.029932991720425163,-0.3657164398089276,-0.16559374057605625,-0.6922955441255692,-0.21529248235790463,0.04564791404854317,-1.577424152111794,0.09557705976878007,-0.041640066958726504,0.6809824671650135,0.01238126175344082,0.11484615251032826,0.3653250012260976,-0.4642780680661927,0.5460014788457628,-0.11595319353933052,-0.273000591297335,0.010553691246688675,0.17993464417585325,-0.30973190323574057,-0.675598069388966,-1.1641089110422902,-0.5779084132371158,0.09451912824740534,-0.2945867638373444,-0.5685476149767001,0.04803328080811549,-0.4436286938699217,0.0030822233501676135,0.3030910331682624,0.37639031846900817,-0.4432558431977368,-0.11294174575907395,-0.10346238553699406,-0.9575399763373681,-0.11669941263820267,-0.7874014652018106,0.13821524010850111,0.9504356539924248,-0.18535403334255227,-0.04143566519204717,-0.3462001488528247,0.04404873067375395,-0.10588434880849548,-0.41069571006713357,1.2196312554132138,-0.12706671216155643,-0.09265640442977764,-0.12151799779238437,-0.7693315352703743,0.7594690066190336,0.0005405732287043865,-0.45616864768351545,-0.002259446979659503,-0.36751166853954026,0.0634110726475129
2013-06-07,-0.1743449667803113,-0.08145206654158865,0.19164980595113265,-0.2740404883983442,-0.08920975903027219,-0.02308556562550862,0.8110048827238139,-0.313608438456709,0.1293300150896477,0.2446405731886289,0.07430007071333936,-0.04926081510512621,0.06615526243846714,0.5936869423823601,0.8429778375640273,0.13547614106249214,0.3854815131362645,0.22693400699619512,-0.034945892385759535,-0.23975570659856477,-0.24731457090752118,0.07356943099101058,0.37907005320985554,-0.1003664357579703,-0.05801804049370404,0.19174652868608646,-0.6321941696165718,-0.538929710578809,-0.38603152754612186,0.07412882467462928,-0.640704974367536,0.009532884189523383,0.08896810090724873,-0.20342353474853556,0.10029566264766411,-0.1387236726601957,-0.11799724716429807,0.03309880451149634,-1.0050468667634638,0.005888320713605092,-0.0016195619572359568,0.14454920185071207,-0.7321250897434398,-0.2553562391288473,-0.8069309114655449,0.47172562853276057,0.5881349912807948,-0.343631752218496,0.124951191249957,0.45721985497694,0.29522325613688005,0.5314053881785538,-0.6464185470566205,-1.0654472431957007,-0.08621958765256345,0.3602741373928641,-0.6148334756243311,-2.3286791832343736,0.04794541196709215,-1.5142691358069444,0.019987400624889313,-0.27778980430756456,0.42615985919786703
2013-06-10,0.09681574913926866,-0.38556052479082736,-0.13166242240419232,0.5468527968806044,0.3294312635163357,-0.13764202479350368,-0.15045568994500236,0.2919470652574291,0.1313408580276304,0.025053973875531328,0.4245520682009531,-0.26896828286442853,-0.012205489468685698,0.7113627074221882,-0.4490850136439392,0.04483517752563202,-0.9203560264995104,-0.07050856995169331,-0.39842317059844007,-0.07512891660569515,0.06897853473612958,0.06208903645613698,-0.39172813960592007,-0.021784329187498577,0.12349891582293357,-0.26904726548713787,0.7009211722500454,0.2819251043752247,-0.14565302732804056,0.25690040538221265,0.032144335344126695,-0.05574321637326613,0.7960203978464118,0.010496627393204073,0.11114211701229663,0.2048802662055046,-0.11879246717773219,0.3493687560134597,-1.1761676694448755,-0.05093076135323308,0.1873415213951129,0.269051180142788,-0.01753461861749298,0.221497313777705,-0.23048151086716154,-0.11730283935301893,-0.4742725303652127,0.765087452463872,0.4612595832576416,0.5354724277834246,-0.2873326378338917,-0.08861077245803546,0.5198983558933298,-0.08419027334284472,-0.08169450589336096,-0.07627802141826533,0.743069097621345,0.47359824838960307,0.14456128696239845,0.8046285400319244,0.0037506353259756245,0.21770847747411423,0.09497388189768297
2013-06-11,0.0028826494112085535,0.4487956579597953,-0.599334230398119,0.15786550155112297,-0.12542827628695047,-0.026247492139298587,0.004957882020439893,-0.11101430866656771,-0.0249930868318669,-0.004902979279961423,0.32067717618558583,0.1338316591224022,0.054766160493056736,-0.5157936030954894,-0.20756518486277822,0.0032924182553166017,0.4446859901650948,0.2680407223298409,0.03657163105687107,-0.06866869590068234,-0.13415094880854006,0.13243932863379956,-0.08449997252263014,-0.011655873197743671,-0.009562649764159478,0.3236791381442687,-0.1984858103070946,0.4218334691136696,0.0076667175118784155,-0.3352525975840917,0.6065887137317431,0.10752741074156326,-0.8731538679978956,0.49213551729568344,0.6655596562134574,0.15662246893271772,0.1595721657745598,0.15406851327557575,0.35522372808318176,-0.24597115420362217,0.15118631869565094,0.10944709208695448,0.14666120284836423,0.14623375507464653,0.5654895898655813,-0.2220929823804642,0.383923632321693,-1.019524501779842,-0.2815284176465278,-0.017156821018235936,0.13912473011480606,-0.5540015998711363,0.9182489560421782,-0.1288066279659162,-0.07398490107486629,0.28386803668718186,-0.028619914320714784,-0.4336692585401463,0.14161516971561572,-0.7012160071098,-0.37736037867642713,-0.028987799422305185,-1.4085637796368924
2013-06-12,0.0314055961878261,-0.05850784851480253,-0.053987991485750356,0.5177331455452495,-0.13228667339229966,-0.1445607172494041,-0.3461299238840587,-0.06551562997386853,-0.08346021788132667,-0.057396585998209994,-0.352892266346368,0.13681978093321726,-0.1378605684614221,0.22952837399494486,0.2707529656866537,0.0145057986237179,0.10277117987771683,-0.05017443908331103,-0.34331049428106564,0.0024449765546859614,0.37376906634302254,0.22903828802185028,-0.165090529002788,-0.11663196185848228,-0.37260917538972443,-0.16538664262339955,-0.237966091975804,-0.35753273747977243,0.21902224489707822,-0.0035292283094211464,-0.4172092283172204,-0.20950836256900734,4.0339370828775545,0.018859673053992308,-0.013628233105799711,-0.1880677720407509,0.13943494866466669,-0.22801773913736506,-0.16033039025439846,-0.24233437387769213,-0.11308612747906184,0.4045710430889667,-0.03968314896434417,-0.010034937556134741,0.0387418545948326,-0.22323996035560775,0.322101162419164,3.148232858793987,-0.037622337641093434,0.16201094406084748,-0.04114436657813675,0.044822478995374525,0.9301030351454797,0.533391015411499,0.21199327489403516,0.5031468001581068,-0.5902451543402094,0.25404472753348406,0.2580050456619175,-0.43580028705221824,-0.22910944309247655,0.9207669879930751,0.08076798724111063
2013-06-13,0.09512873057613154,-0.10760597615508334,0.13225326903139473,-0.5507625526723697,-0.1800692060287033,-0.19441963754771227,-0.06371446857489647,-0.11973264740491647,-0.20223591664864266,0.054065061727970896,-0.40546784341943953,0.19970329246030194,0.08117064935603435,-0.4881732766185337,-0.1030389809254692,0.0024641773769000824,-0.17996964361563805,-0.3286930859912635,-0.24171784480050018,-0.020776785718690766,-0.6180512976505879,-0.358383090924664,0.15841778839703718,-0.044166297865347925,0.12488316236212867,0.1298279423224611,0.45300712215704364,0.07874917501528446,0.029483849365878008,-0.023439181269380747,-0.8924082885816152,-0.20013422537276182,-0.3765510819786893,-0.17315548218282184,0.49445210674740986,0.4980326011241961,0.2434433437928304,0.12291220312716003,0.3896771793021921,0.20124984647890592,-0.27057700435143134,0.35193079848405806,0.19149987840990423,-0.14442164931888013,-0.4163596111502015,0.37035103220548965,0.20020525529129532,0.21166347721744677,0.1290743583042956,0.6656766036555891,-0.05587402565174885,0.6525970010762802,-0.6113744500926971,-0.4444785049312622,-0.03622794919290053,-0.08394294305951927,0.23479256065315696,0.5205926481271569,0.16203552756298875,0.29135231075969165,0.17619471293855377,-0.45109891296638366,0.34162623502021355
2013-06-14,0.04534436985060309,-0.3039492668003156,-0.3933090668584372,-0.4303646105971955,0.3259083549899788,0.03696333430734502,0.11610463315167012,-0.00434608126495223,-0.021436582924250814,0.2527397852594256,-0.3328474442688614,0.4646951297874363,0.0438654888158341,0.2142753437560774,0.04436915076538269,0.0255952003237294,-0.1415761628700983,-0.14135831958510076,0.18034915863936285,-0.024641141090235383,-0.8862739210606408,-0.1535505093328531,-0.21354407712626192,0.5914740060560272,0.045173015246957104,-0.06451564656926179,-0.04541880806034093,0.10520003561418884,0.07131706584646352,0.045074960132953285,0.13715659626310922,0.19847825062407304,0.5352340900248085,0.08332895131254828,0.04518550160945879,0.1450993206790485,0.01965243138379481,-0.1176407262309981,0.7837442467976861,0.26994120091686824,-0.18782449595370732,-0.3163471711076342,-0.1089964981218501,0.37796390857382983,-0.10788471644449923,0.025644020546837648,0.0850796243346977,-0.15419025971462505,0.20762830309693076,-0.4870212656825439,-0.04015591044512366,0.1354487141382054,-0.4083715245094059,-0.22199070026935325,-0.24168823305290937,-0.2868017238168648,0.21884013106547676,-1.314590596602426,-0.6271728149513465,0.6009250361094229,0.3274064862621762,0.3792654367477594,0.06321703172875087
2013-06-17,0.02474725503330881,-0.20220391424985273,0.26919565894303993,-0.7232246943294258,0.1062569890569689,-0.09329012970135941,-0.13161218481326648,0.057596609244750414,-0.2771853659540078,-1.1482610197525465,-0.04552249410308897,-0.0812047690374545,-0.14307508096328375,0.6793878459204549,0.14119742491339987,-0.13689352825023945,0.06027846989530576,-0.17145515617712506,0.11354911404779144,-0.03757144432000996,0.2662711051289836,0.15798626877384186,-0.0014747813354981354,-0.8005627806083554,-0.06782858715192903,-0.14415155601275842,-0.14771798324117008,-0.1918862776535919,0.15426343168593895,-0.116091778872077,0.22916721409779361,0.11742033222549451,0.28365376086766947,0.23906354855307038,0.08485851282004234,-0.1177843536368951,0.0345362504950009,0.3749581890595079,0.41695890518010276,-0.21327038587321698,0.2409019005219878,0.06437285753176293,0.11258001153788641,0.06264661469452405,-0.410145265514228,-0.3289973769890439,0.12168280972673047,0.11426608388527634,-0.09038584423889581,-0.5637299514807355,-0.03410452354037171,0.23287959552522403,-0.12598082493116775,0.21446343034593585,0.023256795778211374,0.15173507623050353,-0.4333331731632798,0.1231968227260322,0.02713074885926223,-0.3589069614359533,-0.07719625354847957,0.24813399128269906,-0.21736977187121637
2013-06-18,-0.0030268602907637574,-0.34787155908141304,-0.5766677810054016,-0.2557012529021305,0.5839610634928506,-0.20024702538481065,0.07292819299926344,-0.09455592289636247,-0.0003370758538878686,0.39240131305044396,0.7234147227373899,0.028441353653530888,0.26426408027356957,0.001051975855743518,-0.1280957084427507,0.07088132904432447,0.10092099521149621,0.30993868570007455,0.11887545200349346,0.1344974321069601,2.8474484112715905,-0.1355687968094679,-0.19029789732539007,-0.3092751668105651,-0.019647987810996772,0.08415784308317116,0.22505863906795354,-0.30330998796603487,-0.03428582208950659,-0.18253887069121644,0.1258347216952899,0.06287423334558119,0.3642387192720875,0.08431499660372245,0.10127379963863785,0.24240654441067955,-0.08237445408017381,0.7795708229449573,-0.1895299297087189,-0.258189913490158,0.8972077629118915,0.17823889910074228,-0.0037117661060237896,0.4784806505644549,0.3149843420121184,0.08861874677898399,0.1156059697351369,0.20888171883185735,-0.03096036113937472,0.5824794190700476,-0.04836700772159589,0.7549545803596921,-0.2607134310613436,-0.8328206452138065,0.05102704569479734,-0.33066737207618135,0.4791261507432508,-1.4004174356275216,-0.06577647072223743,0.24504160072739348,0.22413099199057301,-0.06851248412756053,0.350514630878604
